id,host_resp_rate_pct,host_accept_rate_pct,host_listings_count,latitude,longitude,accommodates,bedrooms,beds,price_usd,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,clusters,cluster
40123546,88,75,1,37.71619,-122.4624,2,1.0,1.0,65.0,1,30,2,32,62,337,11,2,0,4.82,5.0,4.91,4.91,5.0,4.82,5.0,1,0,1,0,0.32,1,pink
40136119,100,86,1,37.7885,-122.44153,2,1.0,1.0,130.0,30,1125,0,0,16,203,8,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.23,1,pink
40139205,100,69,3,37.77673,-122.40949,1,1.0,1.0,93.0,28,1125,26,31,61,336,3,1,0,4.67,4.33,4.67,5.0,5.0,4.67,4.67,3,0,3,0,0.08,1,pink
40139868,100,82,2,37.77273,-122.43017,2,1.0,1.0,105.0,30,90,0,1,31,31,14,3,0,5.0,4.93,4.93,5.0,5.0,5.0,4.79,2,0,2,0,0.39,1,pink
40156382,100,93,16,37.76218,-122.42672,2,1.0,1.0,115.0,30,180,30,60,87,335,7,3,0,5.0,4.86,4.86,5.0,5.0,5.0,4.86,10,3,7,0,0.24,1,pink
40174192,100,18,3,37.79839,-122.41033,1,1.0,1.0,60.0,30,1125,9,9,9,120,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,2,1,1,0,0.09,1,pink
40179404,67,92,1,37.78984,-122.41243,2,1.55,1.0,95.0,30,1125,0,0,0,122,11,4,0,4.91,4.91,4.45,4.91,5.0,5.0,4.82,1,1,0,0,0.34,1,pink
40201638,100,93,16,37.76104,-122.42665,4,2.0,2.0,190.0,30,180,30,60,90,365,8,4,1,4.63,4.0,4.38,5.0,4.88,5.0,4.13,10,3,7,0,0.23,1,pink
40204501,100,95,1,37.77298,-122.43759,6,2.0,3.0,500.0,30,1125,0,0,3,246,23,14,0,5.0,5.0,5.0,5.0,5.0,5.0,4.87,1,1,0,0,1.55,1,pink
40260940,100,100,3,37.72816,-122.4201,1,1.0,1.0,55.0,30,30,0,0,3,278,8,5,0,4.88,5.0,5.0,4.75,5.0,4.75,5.0,3,0,3,0,0.22,1,pink
40270240,88,0,1,37.78595,-122.41555,1,1.0,2.0,28.0,7,31,0,0,0,0,5,0,0,4.4,4.4,5.0,4.8,4.6,4.6,4.4,1,0,1,0,0.14,1,pink
40274251,99,97,4559,37.7805576,-122.40425879999998,2,1.0,1.0,239.0,31,1125,0,0,0,63,3,0,0,3.67,5.0,3.67,5.0,3.33,2.67,2.67,141,141,0,0,0.08,1,pink
40275337,99,97,4559,37.78014,-122.40384,2,1.0,1.0,219.0,31,1125,0,0,0,155,1,0,0,5.0,4.0,5.0,3.0,1.0,4.0,4.0,141,141,0,0,0.04,1,pink
40277323,99,97,4559,37.7872571,-122.3963215,2,1.0,1.0,366.0,31,1125,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,141,141,0,0,0.03,1,pink
40306940,100,98,1,37.78252,-122.47489,2,1.0,1.0,217.0,3,29,7,20,50,306,90,34,2,4.99,4.98,4.99,5.0,5.0,4.92,4.82,1,1,0,0,2.56,1,pink
40312754,100,100,1,37.72847,-122.3834,4,2.0,2.0,93.0,1,368,13,26,49,311,11,7,1,4.82,4.91,5.0,4.82,4.91,4.27,5.0,1,1,0,0,0.32,1,pink
40507758,100,80,1,37.74559,-122.41474,4,2.0,2.0,350.0,2,90,0,0,0,62,13,3,0,4.92,5.0,4.83,5.0,5.0,5.0,4.92,1,1,0,0,0.39,1,pink
40572183,100,97,1,37.71974,-122.46515,5,2.0,2.0,135.0,3,28,9,21,32,291,138,57,4,4.92,4.9,4.84,4.99,4.96,4.84,4.89,1,1,0,0,3.93,1,pink
40590685,90,91,19,37.78728,-122.4073,2,1.0,1.0,109.0,1,21,30,48,48,48,23,6,0,4.35,4.39,4.3,4.43,4.39,4.65,4.39,19,0,19,0,0.84,1,pink
40590927,90,91,19,37.7873,-122.40783,2,1.0,1.0,109.0,1,21,27,45,45,45,11,8,0,4.55,4.55,4.82,4.18,4.36,4.82,4.82,19,0,19,0,0.64,1,pink
40591096,90,91,19,37.78551,-122.40893,2,1.0,1.0,109.0,1,21,30,48,48,48,4,1,0,4.0,4.75,4.75,4.5,4.75,4.75,4.25,19,0,19,0,0.21,1,pink
40591145,90,91,19,37.78695,-122.4075,2,1.0,1.0,109.0,1,21,30,48,48,48,1,1,0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,19,0,19,0,0.48,1,pink
40591203,90,91,19,37.787,-122.40922,2,1.0,1.0,109.0,1,21,30,48,48,48,5,3,0,4.6,5.0,4.4,5.0,4.6,4.4,4.2,19,0,19,0,0.14,1,pink
40619776,100,99,3,37.75886,-122.40831,2,1.0,1.0,110.0,3,1125,16,40,70,70,78,50,3,4.95,4.96,4.94,4.97,4.94,4.79,4.87,3,0,3,0,2.18,1,pink
40620073,100,100,3,37.73158,-122.44998,4,2.0,3.0,331.0,2,1125,10,31,54,140,63,15,3,4.98,4.98,5.0,4.98,4.98,4.87,4.83,3,3,0,0,2.84,1,pink
40625854,99,97,4559,37.7845,-122.38939,2,1.55,1.0,157.0,31,1125,0,12,42,317,1,1,0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,141,141,0,0,0.11,1,pink
40655586,100,67,1,37.79187,-122.42448,2,1.0,1.0,143.0,30,60,10,10,22,297,3,3,0,5.0,4.67,5.0,5.0,5.0,4.67,4.67,1,1,0,0,0.3,1,pink
40674624,80,100,1,37.78373,-122.44935,6,2.0,4.0,349.0,30,1125,30,60,90,365,13,4,0,4.77,4.77,4.92,4.92,5.0,4.85,4.69,1,1,0,0,0.37,1,pink
40693560,100,100,42,37.7332,-122.4816,2,1.55,1.0,98.0,2,21,30,60,90,365,24,19,0,4.63,4.54,4.42,4.29,4.54,4.75,4.33,2,2,0,0,0.68,1,pink
40704675,88,78,2,37.78426,-122.4063,2,1.0,2.0,225.0,1,28,0,0,0,0,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,0.15,1,pink
40707225,90,91,153,37.78479,-122.4145,2,1.55,1.0,81.0,30,150,30,60,90,180,2,2,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,153,152,1,0,0.25,1,pink
40732722,60,88,5,37.78252,-122.40657,2,1.0,1.0,200.0,1,28,6,10,10,10,5,1,0,4.6,4.6,4.8,4.6,4.2,4.8,4.2,5,0,5,0,0.16,1,pink
40732821,60,88,5,37.78453,-122.40799,2,1.0,1.0,225.0,1,28,2,2,2,20,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,0,5,0,0.09,1,pink
40736839,100,85,4,37.79443,-122.41674,2,1.0,2.0,80.0,30,140,0,27,56,145,13,4,0,4.15,4.08,3.23,4.92,4.23,4.77,3.92,4,4,0,0,0.37,1,pink
40739184,88,59,1,37.74879,-122.41039,3,2.0,2.0,279.0,10,366,0,1,31,306,22,6,0,5.0,5.0,5.0,5.0,5.0,5.0,4.91,1,1,0,0,0.62,1,pink
40763935,100,100,2,37.77859,-122.44793,5,2.0,2.0,290.0,1,29,17,40,70,233,99,33,0,4.94,4.93,4.96,4.99,4.97,4.95,4.8,2,2,0,0,3.09,1,pink
40778457,100,100,1,37.76941,-122.43063,8,4.0,5.0,400.0,6,28,2,19,24,24,12,6,0,4.92,4.92,4.75,4.92,5.0,5.0,4.75,1,1,0,0,0.67,1,pink
40816863,100,96,1,37.78196,-122.4922,3,1.55,2.0,132.0,2,1125,1,9,19,92,125,53,4,5.0,4.98,5.0,4.99,4.99,4.98,4.97,1,1,0,0,3.62,1,pink
40821231,100,92,1,37.75959,-122.4774,2,1.0,1.0,208.0,5,14,4,5,13,13,7,7,1,4.86,5.0,5.0,5.0,5.0,4.57,4.86,1,1,0,0,0.73,1,pink
40848401,100,94,19,37.78479,-122.46473,4,2.0,2.0,121.0,30,180,28,28,28,28,5,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,14,0,0,0.31,1,pink
40867674,71,92,5,37.7202,-122.43708,1,1.0,1.0,80.0,30,1125,6,36,66,156,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,1,2,0,0.35,1,pink
40890971,100,53,3,37.75216,-122.41646,1,1.55,1.0,50.0,30,1125,29,59,89,141,9,5,0,4.78,4.89,4.56,4.56,4.67,5.0,4.89,3,3,0,0,0.35,1,pink
40898375,100,73,619,37.80594,-122.41966,4,1.0,2.0,176.0,2,1125,11,11,11,11,31,15,1,4.94,4.94,4.94,4.97,4.97,4.97,4.94,19,12,7,0,0.9,1,pink
40937540,99,97,4559,37.7805576,-122.40425879999998,2,1.0,1.0,146.0,31,1125,13,43,73,348,1,0,0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,141,141,0,0,0.04,1,pink
40964556,100,93,3,37.74647,-122.42513,4,2.0,2.0,185.0,1,91,0,0,0,0,2,2,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,3,0,3,0,0.18,1,pink
40970526,100,97,1519,37.80023,-122.41734,4,2.0,2.0,179.0,30,731,0,25,55,330,2,0,0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,31,31,0,0,0.11,1,pink
40973634,100,100,1,37.72164,-122.43873,3,2.0,2.0,119.0,3,90,23,53,83,358,32,20,3,4.63,4.63,4.69,4.41,4.72,4.44,4.38,1,1,0,0,1.19,1,pink
40973842,100,100,2,37.78088,-122.39452,4,2.0,2.0,167.0,30,1125,0,0,0,0,39,37,0,4.87,4.87,4.87,4.82,4.95,4.9,4.64,1,1,0,0,1.11,1,pink
40984396,88,88,1,37.75477,-122.42369,1,1.0,2.0,215.0,30,90,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.03,1,pink
40984912,100,89,1,37.74613,-122.41079,2,1.55,1.8,225.0,30,60,0,3,3,3,12,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.73,1,1,0,0,0.34,1,pink
40990757,100,100,4,37.71115,-122.40006,2,1.0,1.0,75.0,30,1125,7,9,39,129,5,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,3,0,0,0.47,1,pink
41027260,100,99,9,37.78117,-122.39533,2,1.0,1.0,149.0,5,29,30,55,85,341,33,18,1,4.85,4.91,4.94,4.91,4.88,4.84,4.59,9,8,1,0,0.94,1,pink
41084860,88,100,1,37.77781,-122.48889,2,1.0,1.0,114.0,30,95,0,0,0,66,9,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.28,1,pink
41086899,100,73,619,37.78878,-122.41064,4,1.55,2.0,177.0,2,31,10,10,10,10,39,14,0,4.82,4.79,4.87,4.85,4.87,4.77,4.72,19,12,7,0,1.1,1,pink
41129756,100,82,9,37.80546569824219,-122.41677856445312,2,1.0,1.0,395.0,4,5,0,0,0,0,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,9,8,1,0,0.06,1,pink
41129777,100,82,9,37.80649,-122.41703,2,1.0,1.0,395.0,4,8,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,8,1,0,0.03,1,pink
41176646,100,89,6,37.79227,-122.40803,4,1.55,2.0,100.0,30,1125,16,16,16,166,6,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,6,0,0,0.2,1,pink
41179391,88,88,1,37.71522,-122.45227,4,2.0,2.0,189.0,3,15,0,0,0,0,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,0,0.04,1,pink
41209658,88,88,49,37.72003,-122.4324,2,1.0,1.0,54.0,2,28,29,59,89,179,2,0,0,4.0,4.0,4.5,4.0,2.5,3.5,3.0,10,4,6,0,0.06,1,pink
41245212,100,92,3,37.72887,-122.38391,1,1.0,2.0,75.0,30,1125,23,53,83,173,3,2,0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,3,0,3,0,0.2,1,pink
41276735,100,99,2,37.72364,-122.47069,2,1.0,1.0,64.0,3,12,17,40,70,160,49,39,2,4.86,4.82,4.82,4.94,4.88,4.84,4.73,2,0,2,0,1.41,1,pink
41292371,88,88,12,37.76632,-122.40625,2,1.0,1.0,107.0,30,360,30,60,90,120,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,1,2,0,0.08,1,pink
41296966,100,100,1,37.72258,-122.43453,3,1.0,1.0,131.0,2,365,25,55,82,82,50,50,4,4.92,4.92,4.94,5.0,5.0,4.76,4.82,1,1,0,0,6.1,1,pink
41328553,88,88,1,37.76142,-122.4845,2,1.0,2.0,45.0,30,180,0,0,0,0,1,0,0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1,0,0,1,0.06,1,pink
41342042,100,91,5,37.73767,-122.38959,2,1.0,1.0,55.0,30,1125,0,29,59,59,3,3,0,5.0,5.0,4.33,5.0,5.0,4.0,4.67,3,0,3,0,0.35,1,pink
41350491,90,91,153,37.75405,-122.42309,3,1.0,1.0,118.0,30,150,30,60,90,270,4,2,0,4.5,4.5,4.75,5.0,4.5,5.0,4.5,153,152,1,0,0.19,1,pink
41393913,100,100,1,37.76191,-122.44917,2,1.0,2.0,156.0,2,30,14,34,64,64,82,35,1,4.91,4.94,4.94,4.98,4.96,4.94,4.87,1,0,1,0,2.38,1,pink
41395731,100,84,21,37.76466,-122.47935,5,2.0,3.0,105.0,30,90,29,59,89,364,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,20,6,14,0,0.13,1,pink
41411685,67,48,10,37.76205,-122.48748,1,1.0,1.0,49.0,30,1125,2,32,62,152,2,2,0,4.5,5.0,2.5,5.0,5.0,5.0,4.0,7,0,7,0,0.36,1,pink
41412505,67,48,10,37.76314,-122.48774,1,1.0,1.0,45.0,30,1125,30,60,90,90,4,2,0,3.0,3.25,2.25,4.0,4.0,4.75,4.0,7,0,7,0,0.2,1,pink
41415290,100,73,619,37.78806,-122.40948,4,1.55,2.0,190.0,2,1125,0,0,0,0,33,12,0,4.94,5.0,4.97,4.91,4.94,4.97,4.91,19,12,7,0,0.95,1,pink
41430833,96,81,33,37.74311,-122.42817,3,2.0,2.0,143.0,30,365,8,38,68,343,4,3,0,4.75,4.5,5.0,4.75,4.25,5.0,4.0,30,30,0,0,0.12,1,pink
41431867,100,100,1,37.72891,-122.4652,6,2.0,3.0,199.0,1,1125,13,41,71,71,37,31,5,4.97,4.95,5.0,4.95,4.95,5.0,4.78,1,1,0,0,1.08,1,pink
41434411,90,91,153,37.7643,-122.41874,2,1.55,1.0,89.0,30,150,27,57,87,177,1,0,0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,153,152,1,0,0.06,1,pink
41452888,88,88,1,37.8026,-122.40736,4,2.0,2.0,170.0,30,60,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,1,0,0,0.03,1,pink
41502513,88,88,3,37.75752,-122.40143,2,1.0,1.0,125.0,2,8,0,0,0,0,8,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,0.23,1,pink
41538482,100,100,5,37.7601,-122.48161,4,1.0,2.0,76.0,30,60,11,11,33,308,8,2,0,5.0,5.0,5.0,5.0,4.88,4.88,4.88,4,0,4,0,0.32,1,pink
41538612,100,100,5,37.76031,-122.48127,4,1.0,2.0,70.0,30,120,6,6,6,274,6,2,0,5.0,5.0,5.0,5.0,4.83,4.67,4.67,4,0,4,0,0.24,1,pink
41538628,100,100,5,37.76025,-122.48143,1,1.0,1.0,74.0,30,30,3,33,63,338,11,6,1,5.0,4.91,4.91,5.0,4.82,4.64,4.82,4,0,4,0,0.33,1,pink
41544562,100,98,7,37.80065,-122.4084,2,1.0,1.0,146.0,1,1125,9,25,53,315,5,3,1,4.8,4.8,4.6,4.6,4.6,5.0,4.8,7,0,7,0,0.27,1,pink
41544571,100,98,7,37.80095,-122.40801,2,1.0,1.0,155.0,1,1125,13,38,67,337,6,2,0,4.17,4.83,4.83,4.17,4.33,4.83,4.33,7,0,7,0,0.31,1,pink
41544572,100,98,7,37.80023,-122.40965,2,1.0,1.0,164.0,1,1125,28,54,84,357,13,7,0,4.54,4.62,4.77,4.62,4.62,5.0,4.15,7,0,7,0,0.56,1,pink
41544575,100,98,7,37.80217,-122.40987,2,1.0,1.0,184.0,1,1125,16,39,69,342,14,4,0,4.79,4.86,4.86,5.0,4.93,5.0,4.57,7,0,7,0,0.71,1,pink
41544912,100,98,7,37.80018,-122.40841,2,1.0,2.0,184.0,1,1125,19,39,68,331,4,0,0,4.75,4.5,4.75,4.25,4.75,5.0,4.25,7,0,7,0,0.2,1,pink
41545776,93,98,4,37.76751,-122.41991,2,1.0,1.0,83.0,1,1125,29,59,89,364,18,13,0,4.28,4.67,4.72,4.22,4.28,3.83,4.28,4,0,4,0,0.6,1,pink
41545787,93,98,4,37.76735,-122.42075,2,1.0,1.0,89.0,1,1125,29,59,89,361,14,4,0,4.43,4.71,4.79,4.86,4.57,4.07,4.36,4,0,4,0,0.46,1,pink
41545799,93,98,4,37.76533,-122.41971,2,1.0,1.0,80.0,1,1125,29,59,89,364,40,23,2,4.48,4.48,4.78,4.48,4.45,4.03,4.48,4,0,4,0,1.17,1,pink
41545815,93,98,4,37.76682,-122.42117,2,1.0,1.0,123.0,1,1125,26,51,81,353,76,5,0,4.68,4.76,4.89,4.7,4.78,4.37,4.61,4,0,4,0,2.19,1,pink
41560862,100,83,7,37.77802,-122.42431,2,1.55,1.8,105.0,30,1125,0,0,27,302,13,6,1,5.0,5.0,4.69,5.0,5.0,5.0,4.77,6,6,0,0,0.42,1,pink
41568943,100,95,1,37.71482,-122.44424,2,1.0,1.0,89.0,1,29,30,60,90,180,16,8,0,4.56,4.5,4.69,5.0,4.69,4.5,4.44,1,0,1,0,0.47,1,pink
41569652,100,100,5,37.76025,-122.48133,3,1.0,2.0,78.0,30,90,0,0,14,289,3,0,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,4,0,4,0,0.15,1,pink
41570854,100,99,4,37.75928,-122.47671,2,1.0,1.0,64.0,30,150,0,0,0,90,9,3,0,4.89,5.0,4.89,5.0,5.0,4.78,4.67,4,2,2,0,0.38,1,pink
41571636,99,74,118,37.78889,-122.41131,4,1.55,2.0,144.0,2,30,5,5,5,5,27,18,1,4.93,4.81,4.96,4.89,4.89,4.93,4.89,43,42,1,0,0.78,1,pink
41591955,100,100,240,37.78808,-122.41145,3,1.55,2.0,75.0,1,7,0,0,0,0,7,5,0,4.71,4.43,5.0,4.71,5.0,4.71,4.29,68,68,0,0,0.21,1,pink
41593366,100,91,2,37.75284,-122.46719,4,2.0,2.0,325.0,3,90,0,0,0,0,18,8,0,4.94,5.0,5.0,5.0,4.94,4.72,4.89,2,1,1,0,0.52,1,pink
41642201,100,100,1,37.74977,-122.40941,3,1.0,2.0,109.0,30,90,23,53,83,358,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.11,1,pink
41685917,100,96,71,37.72602,-122.40253,9,4.0,5.0,349.0,30,120,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,3,11,0,0.03,1,pink
41696765,99,74,118,37.77985,-122.42176,2,1.55,1.0,137.0,3,14,5,5,5,5,24,16,1,5.0,4.92,4.88,5.0,5.0,4.71,4.96,43,42,1,0,0.7,1,pink
41698721,99,97,4559,37.78753,-122.421312,4,2.0,2.0,337.0,31,1125,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,141,141,0,0,0.13,1,pink
41714021,100,93,16,37.71991,-122.39374,2,1.0,1.0,55.0,30,180,20,50,80,355,5,1,0,4.8,4.8,4.6,5.0,5.0,4.4,4.6,10,3,7,0,0.18,1,pink
41785573,100,100,4,37.7731,-122.42077,2,1.0,1.0,121.0,1,1125,29,56,86,361,122,69,5,4.44,4.43,4.42,4.74,4.66,4.49,4.42,4,0,4,0,6.56,1,pink
41785575,100,100,4,37.77242,-122.42209,2,1.0,1.0,100.0,1,1125,27,54,84,359,19,12,1,4.37,4.16,4.42,4.63,4.42,4.37,4.26,4,0,4,0,1.1,1,pink
41785579,100,100,4,37.77271,-122.42075,2,1.0,1.0,111.0,1,1125,29,55,85,360,166,86,3,4.46,4.57,4.54,4.78,4.67,4.66,4.48,4,0,4,0,8.92,1,pink
41785581,100,100,4,37.77276,-122.42227,2,1.0,2.0,106.0,1,1125,24,51,81,356,20,8,0,4.55,4.7,4.3,5.0,4.95,4.65,4.45,4,0,4,0,1.14,1,pink
41789520,100,100,1,37.76173,-122.43604,2,1.0,1.0,99.0,2,30,20,45,75,350,50,40,1,4.86,4.88,4.92,4.92,4.94,4.96,4.84,1,0,1,0,1.49,1,pink
41794102,100,70,2,37.71781,-122.44416,1,1.0,1.0,70.0,6,30,0,15,45,320,19,11,0,5.0,5.0,4.95,5.0,5.0,4.74,4.84,2,1,1,0,0.76,1,pink
41798843,88,88,1,37.76924,-122.42484,4,2.0,3.0,125.0,30,1125,1,1,1,65,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.04,1,pink
41824348,100,69,3,37.76782,-122.43371,4,1.0,1.0,250.0,7,21,0,0,0,62,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.12,1,pink
41854828,100,100,2,37.74416,-122.40639,3,1.0,2.0,100.0,30,90,19,36,36,36,15,4,0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,1,1,0,0,0.44,1,pink
41880418,100,18,1,37.77955,-122.44148,4,2.0,2.0,115.0,30,150,13,13,41,285,8,1,0,4.13,4.38,4.25,4.5,4.5,4.5,4.5,1,1,0,0,0.24,1,pink
41886807,100,64,2,37.75559,-122.4084,4,2.0,2.0,179.0,30,1125,1,31,61,336,12,6,0,5.0,5.0,5.0,5.0,5.0,4.92,4.75,1,1,0,0,0.42,1,pink
41886832,100,67,24,37.77843,-122.48539,4,2.0,2.0,79.0,30,1125,0,0,0,0,4,4,0,4.75,5.0,4.5,5.0,5.0,5.0,4.5,11,4,7,0,0.36,1,pink
41913203,90,91,153,37.78429,-122.41661,2,1.55,1.0,87.0,30,180,23,53,83,173,1,1,0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,153,152,1,0,0.43,1,pink
41913755,90,91,153,37.766,-122.41692,2,1.55,1.0,89.0,30,150,27,57,87,177,1,1,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,153,152,1,0,0.17,1,pink
41931183,100,88,73,37.79323,-122.41991,2,1.0,1.0,50.0,365,1125,30,60,90,365,1,0,0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,55,1,54,0,0.07,1,pink
41931606,100,100,3,37.7571,-122.44266,2,2.0,2.0,155.0,360,1125,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.03,1,pink
41932702,100,93,7,37.78384,-122.40861,2,1.0,1.0,169.0,1,28,0,0,0,0,18,15,0,4.61,4.67,4.72,4.67,4.61,4.67,4.39,4,0,4,0,0.84,1,pink
41938161,100,91,5,37.73649,-122.38951,2,1.0,1.0,75.0,30,1125,30,60,90,90,2,2,0,5.0,4.5,4.5,5.0,5.0,4.0,5.0,3,0,3,0,0.38,1,pink
41940743,100,100,1,37.75908,-122.44428,3,1.0,1.0,128.0,31,180,11,13,13,156,8,6,0,5.0,4.88,4.75,5.0,4.88,4.88,4.5,1,1,0,0,0.27,1,pink
41941670,100,88,1,37.73594,-122.44841,4,1.0,2.0,180.0,3,29,8,28,58,234,68,39,4,4.97,4.93,4.97,5.0,4.99,4.93,4.88,1,1,0,0,2.01,1,pink
41961599,100,100,2,37.79213,-122.4433,2,1.0,1.0,539.0,1,28,10,10,10,49,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,0,2,0,0.04,1,pink
41962430,100,97,1,37.75325,-122.47251,3,1.0,2.0,148.0,1,270,18,29,29,29,90,35,4,4.93,4.99,4.99,4.93,4.96,4.88,4.87,1,1,0,0,2.64,1,pink
41971983,88,99,6,37.79105,-122.40378,3,2.0,2.0,160.0,1,1125,16,42,72,342,41,17,0,4.24,4.2,4.68,4.27,4.1,4.83,4.32,6,0,6,0,1.63,1,pink
41974014,88,99,6,37.78938,-122.40572,3,2.0,2.0,107.0,1,1125,23,51,81,356,13,9,0,3.69,3.85,4.54,4.15,3.69,4.31,3.85,6,0,6,0,0.6,1,pink
41974184,88,99,6,37.78931,-122.4058,4,2.0,3.0,115.0,1,1125,29,59,89,364,22,10,0,3.95,4.0,4.18,3.73,3.68,4.55,4.36,6,0,6,0,0.81,1,pink
41976381,100,96,71,37.72612,-122.40241,2,1.0,1.0,64.0,120,1125,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14,3,11,0,0.06,1,pink
41976580,100,96,71,37.72702,-122.40482,2,1.0,1.0,57.0,120,1125,16,46,76,256,7,2,0,4.86,4.86,4.71,4.86,5.0,4.14,4.86,14,3,11,0,0.26,1,pink
41976745,100,96,71,37.72463,-122.40301,2,1.0,1.0,55.0,120,1125,0,0,0,90,8,3,0,4.75,4.75,4.63,4.88,5.0,4.63,4.75,14,3,11,0,0.25,1,pink
41979414,100,100,1,37.760853,-122.463737,2,1.0,1.8,110.0,2,30,9,9,9,9,105,65,3,4.95,4.96,4.9,4.99,4.97,4.97,4.91,1,0,1,0,6.0,1,pink
41983998,90,91,153,37.76459,-122.41891,2,1.55,1.8,88.0,30,1125,27,57,87,177,3,2,0,3.67,4.33,4.67,4.33,3.0,3.33,3.67,153,152,1,0,0.16,1,pink
42015681,88,88,1,37.78345,-122.4876,4,1.0,2.0,143.0,2,27,7,30,55,145,126,48,2,4.9,4.94,4.94,4.92,4.94,4.97,4.77,1,1,0,0,3.75,1,pink
42016488,100,100,1,37.74782,-122.4456,3,1.55,2.0,143.0,2,1125,0,0,0,0,104,63,6,4.97,4.92,4.95,4.99,4.99,4.89,4.9,1,1,0,0,3.05,1,pink
42021249,100,93,2,37.77693,-122.46312,2,1.0,1.0,105.0,1,1125,29,59,89,89,34,20,0,4.56,4.62,4.5,4.76,4.71,4.91,4.59,2,0,2,0,1.14,1,pink
42021656,100,93,2,37.77891,-122.4628,1,1.0,1.8,95.0,1,1125,29,59,89,89,25,15,0,4.76,4.76,4.72,4.92,4.88,4.92,4.64,2,0,2,0,0.74,1,pink
42038351,98,79,130,37.80453,-122.42133,4,1.0,2.0,255.0,3,10,11,13,13,13,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,38,5,33,0,0.03,1,pink
42042067,100,100,1,37.74248,-122.40945,2,1.55,1.0,130.0,5,21,2,20,46,46,38,10,1,4.97,4.92,5.0,5.0,5.0,4.97,4.89,1,1,0,0,1.12,1,pink
42044647,100,100,1,37.76138,-122.44322,4,2.0,2.0,399.0,2,1125,21,51,81,261,66,30,2,4.88,4.95,4.77,4.95,4.91,4.97,4.8,1,1,0,0,1.96,1,pink
42067678,100,73,619,37.78759,-122.40947,4,1.55,2.0,177.0,2,1125,10,10,10,10,30,22,1,4.9,4.9,4.87,4.87,4.9,4.8,4.83,19,12,7,0,0.89,1,pink
42071942,100,75,1,37.76349,-122.49987,2,1.0,2.0,75.0,30,60,29,59,89,89,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.24,1,pink
