id,host_resp_rate_pct,host_accept_rate_pct,host_listings_count,latitude,longitude,accommodates,bedrooms,beds,price_usd,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,clusters,cluster
1498953,100,100,4,37.73818,-122.38691,5,3.0,3.0,379.0,30,120,0,0,29,209,85,3,0,4.88,4.93,4.92,4.81,4.86,4.79,4.82,4,4,0,0,0.8,1,pink
1510363,100,100,1,37.72817,-122.45077,4,2.0,3.0,160.0,3,90,0,7,19,113,344,33,2,4.96,4.96,4.98,4.98,4.98,4.69,4.91,1,1,0,0,3.1,1,pink
1511076,100,98,1,37.76137,-122.42661,2,1.0,1.0,135.0,2,30,7,16,38,126,440,49,3,4.98,4.98,4.97,4.99,4.99,4.97,4.91,1,0,1,0,3.9,1,pink
1520929,100,100,1,37.75991,-122.4048,4,2.0,2.0,250.0,2,28,24,48,78,338,262,50,3,4.63,4.72,4.8,4.83,4.79,4.76,4.52,1,1,0,0,2.32,1,pink
1525137,100,100,1,37.78792,-122.44379,3,1.0,1.0,180.0,30,1125,20,50,80,355,209,3,1,4.8,4.93,4.89,4.89,4.92,4.87,4.76,1,1,0,0,1.86,1,pink
1525886,100,50,1,37.74794,-122.41629,2,1.0,1.0,146.0,1,30,0,0,0,214,143,0,0,4.98,4.97,4.99,4.99,4.99,4.95,4.88,1,0,1,0,1.27,1,pink
1531273,88,88,1,37.77156,-122.43365,2,1.0,1.8,235.0,30,90,0,0,0,88,104,0,0,4.72,4.78,4.77,4.8,4.85,4.75,4.55,1,1,0,0,0.92,1,pink
1537497,100,83,7,37.77329,-122.42053,2,1.0,1.0,80.0,30,999,30,60,90,365,49,4,1,4.84,4.9,4.79,4.98,4.92,4.83,4.58,6,6,0,0,0.45,1,pink
1547477,100,83,7,37.77965,-122.42432,2,1.55,1.0,105.0,30,1125,7,37,67,342,48,6,0,4.92,4.9,4.71,4.98,4.98,5.0,4.65,6,6,0,0,0.44,1,pink
1550913,100,100,1,37.75141,-122.4198,3,1.0,1.0,200.0,5,25,8,38,68,68,218,19,1,4.87,4.93,4.91,4.97,4.93,4.92,4.8,1,1,0,0,1.94,1,pink
1578597,100,100,1,37.75956,-122.40186,2,1.55,1.0,219.0,1,1125,15,42,72,344,467,22,0,4.71,4.8,4.71,4.86,4.8,4.8,4.67,1,1,0,0,4.36,1,pink
1579304,100,100,1,37.73828,-122.41274,6,3.0,3.0,465.0,4,31,0,5,5,5,8,2,0,5.0,5.0,4.71,4.71,5.0,4.71,4.71,1,1,0,0,0.08,1,pink
1584021,88,88,1,37.76559,-122.42126,4,2.0,2.0,450.0,30,400,0,0,0,0,129,0,0,4.89,4.94,4.92,4.92,4.9,4.91,4.7,1,1,0,0,1.14,1,pink
1589228,88,88,1,37.74442,-122.42525,4,3.0,2.0,350.0,30,31,0,0,0,0,10,0,0,4.9,4.9,5.0,5.0,5.0,4.9,4.8,1,1,0,0,0.09,1,pink
1598872,88,100,1,37.77162,-122.43124,2,1.0,1.0,235.0,5,29,0,0,0,0,39,3,0,4.97,4.95,4.95,5.0,5.0,4.95,4.92,1,1,0,0,0.35,1,pink
1606292,100,83,7,37.77743,-122.42502,2,1.55,1.0,85.0,30,1125,2,6,36,311,59,5,0,4.76,4.78,4.72,4.93,4.88,4.79,4.47,6,6,0,0,0.54,1,pink
1614453,88,88,57,37.78908,-122.40915,4,1.55,2.0,189.0,2,7,0,0,0,0,55,0,0,4.78,4.96,4.87,4.82,4.95,4.87,4.76,29,0,29,0,0.49,1,pink
1620039,88,88,57,37.78896,-122.4104,4,1.55,2.0,193.0,1,15,0,0,0,0,69,0,0,4.74,4.93,4.87,4.91,4.91,4.87,4.74,29,0,29,0,0.61,1,pink
1623609,100,100,1,37.76023,-122.40916,2,1.0,1.0,125.0,3,27,7,21,28,141,286,40,4,4.92,4.94,4.94,4.96,4.96,4.75,4.81,1,0,1,0,2.58,1,pink
1624068,88,88,57,37.78899,-122.40954,4,1.55,2.0,189.0,2,10,0,0,0,0,48,0,0,4.88,4.94,4.96,4.87,4.98,4.98,4.8,29,0,29,0,0.43,1,pink
1627455,88,100,1,37.78878,-122.41176,1,1.0,1.0,129.0,30,1124,9,39,69,344,38,0,0,4.81,4.79,4.66,4.95,4.95,4.92,4.71,1,0,1,0,0.34,1,pink
1629330,80,11,1,37.78005,-122.39795,2,1.0,2.0,214.0,60,1000,0,0,0,273,29,0,0,4.93,5.0,4.96,4.93,4.89,4.89,4.67,1,1,0,0,0.26,1,pink
1629740,88,88,57,37.78888,-122.41072,4,1.55,2.0,192.0,1,15,0,0,0,0,55,0,0,4.91,4.91,4.94,4.94,4.96,4.98,4.96,29,0,29,0,0.49,1,pink
1633173,100,100,5,37.72686,-122.42014,2,1.0,1.0,57.0,30,219,0,4,34,185,236,0,0,4.0,4.39,3.99,4.74,4.7,4.39,4.16,5,2,3,0,2.89,1,pink
1633225,100,100,5,37.72526,-122.4187,2,1.0,1.0,70.0,30,100,0,4,34,214,145,0,0,4.45,4.7,4.39,4.86,4.85,4.48,4.53,5,2,3,0,1.3,1,pink
1633933,100,88,2,37.77206,-122.45181,2,1.0,1.0,250.0,30,30,5,29,59,334,97,0,0,4.94,4.95,4.79,4.98,4.99,4.89,4.86,1,1,0,0,0.87,1,pink
1641060,100,96,1,37.73875,-122.46224,4,2.0,3.0,225.0,3,28,21,44,74,343,111,21,1,4.89,4.93,4.85,4.98,4.98,4.91,4.81,1,1,0,0,1.0,1,pink
1645724,88,88,1,37.71762,-122.46577,1,1.0,1.0,40.0,365,1125,30,60,90,365,8,0,0,4.38,4.63,4.63,4.88,5.0,3.75,4.5,1,0,1,0,0.07,1,pink
1665516,100,95,1,37.77878,-122.48282,2,1.0,1.0,200.0,3,29,16,46,59,217,255,39,4,4.91,4.94,4.92,4.97,4.95,4.79,4.85,1,1,0,0,2.6,1,pink
1673777,100,60,2,37.77437,-122.43502,2,1.55,4.0,105.0,30,365,30,33,59,334,4,3,0,4.0,4.25,4.25,5.0,4.0,5.0,4.0,2,2,0,0,0.25,1,pink
1684346,88,88,57,37.78843,-122.40916,4,1.55,2.0,199.0,1,15,0,0,0,0,45,0,0,4.91,4.85,4.86,4.88,4.9,4.9,4.8,29,0,29,0,0.41,1,pink
1687330,100,100,3,37.78451,-122.47585,6,2.0,3.0,184.0,1,1,3,3,3,3,145,34,1,4.91,4.97,4.94,4.97,4.97,4.93,4.88,2,2,0,0,1.31,1,pink
1708917,88,88,1,37.80049,-122.43708,4,2.0,2.0,300.0,5,120,0,0,0,0,25,0,0,4.76,4.84,4.96,4.88,4.88,4.88,4.56,1,1,0,0,0.23,1,pink
1725833,100,11,1,37.78686,-122.3893,4,2.0,2.0,200.0,30,1125,30,60,90,365,32,0,0,4.61,4.71,4.77,4.71,4.81,4.84,4.55,1,1,0,0,0.29,1,pink
1725853,100,100,1,37.74711,-122.48927,4,1.0,2.0,137.0,2,1125,12,13,41,298,377,8,0,4.82,4.87,4.96,4.9,4.9,4.68,4.71,1,1,0,0,3.38,1,pink
1738415,100,99,3,37.77311,-122.42651,2,1.0,1.0,167.0,1,20,11,37,67,67,693,62,6,4.9,4.95,4.89,4.93,4.95,4.93,4.78,2,2,0,0,6.22,1,pink
1750809,100,44,1,37.79484,-122.41188,2,1.0,1.0,125.0,30,90,0,2,32,32,9,5,0,4.89,4.78,4.78,4.89,4.89,4.78,4.56,1,1,0,0,0.08,1,pink
1752371,100,100,1,37.74043,-122.41299,2,1.0,1.0,186.0,2,24,22,52,82,172,289,67,2,4.93,4.96,4.98,4.98,4.98,4.92,4.83,1,1,0,0,4.89,1,pink
1762727,88,88,1,37.760288,-122.442162,2,1.55,1.0,200.0,31,180,0,0,3,278,25,0,0,4.96,4.83,5.0,4.87,4.96,4.96,4.7,1,1,0,0,0.23,1,pink
1767543,100,100,1,37.77985,-122.44126,6,2.0,3.0,173.0,30,1125,29,59,89,269,214,2,0,4.68,4.75,4.64,4.87,4.88,4.66,4.61,1,1,0,0,1.98,1,pink
1768239,100,75,1,37.7653,-122.44573,2,1.0,1.0,160.0,30,70,0,25,55,330,41,1,0,4.95,4.95,4.97,4.82,4.92,4.85,4.79,1,1,0,0,0.37,1,pink
1769688,100,96,4,37.77848,-122.44118,2,1.0,1.0,85.0,4,15,0,0,0,0,269,20,2,4.96,4.95,4.96,4.97,4.99,4.91,4.87,3,2,1,0,2.43,1,pink
1774026,100,71,2,37.75759,-122.42569,6,4.0,6.0,342.0,4,1125,6,18,28,138,149,19,1,4.71,4.61,4.56,4.95,4.98,4.94,4.66,2,2,0,0,1.34,1,pink
1807493,100,39,2,37.77985,-122.40496,2,1.0,1.0,180.0,30,1125,0,18,48,228,114,4,0,4.65,4.83,4.69,4.83,4.89,4.0,4.63,1,1,0,0,1.03,1,pink
1814061,88,100,1,37.75259,-122.42552,2,1.0,1.0,119.0,30,364,6,11,41,191,23,6,1,4.96,4.96,5.0,4.96,4.96,5.0,4.78,1,1,0,0,0.21,1,pink
1815551,88,88,1,37.75212,-122.42721,2,1.0,1.0,250.0,2,21,0,0,0,0,280,0,0,4.91,4.91,4.92,4.99,4.99,4.91,4.73,1,1,0,0,2.54,1,pink
1830541,100,88,2,37.77643,-122.47035,2,1.0,1.0,196.0,3,29,7,25,51,138,343,33,1,4.89,4.94,4.93,4.98,4.98,4.9,4.87,2,2,0,0,3.17,1,pink
1841832,100,98,6,37.79424,-122.41493,2,1.0,1.0,95.0,113,175,0,0,0,6,199,3,0,4.76,4.65,4.83,4.74,4.75,4.84,4.64,1,1,0,0,1.8,1,pink
1844877,100,88,1,37.7615,-122.40283,2,1.0,1.0,106.0,30,1125,0,0,0,19,97,0,0,4.88,4.93,4.96,4.93,4.99,4.63,4.77,1,1,0,0,0.9,1,pink
1847664,100,100,1,37.7766,-122.45534,2,1.0,2.0,129.0,6,1125,0,0,0,1,156,12,0,4.83,4.85,4.81,4.98,4.97,4.89,4.81,1,1,0,0,1.42,1,pink
1851403,100,58,3,37.79824,-122.43483,4,2.0,2.0,190.0,30,1125,0,0,7,282,7,0,0,4.83,4.83,4.83,4.83,5.0,4.83,4.67,3,2,1,0,0.06,1,pink
1855096,100,100,1,37.76391,-122.3934,4,1.0,2.0,251.0,2,28,6,9,33,303,426,56,5,4.97,4.99,4.96,4.98,4.99,4.9,4.91,1,1,0,0,3.87,1,pink
1857226,100,100,1,37.73536,-122.43907,8,3.0,5.0,550.0,3,28,0,7,7,79,67,3,0,4.7,4.78,4.6,4.94,4.99,4.7,4.61,1,1,0,0,0.65,1,pink
1861344,100,100,2,37.77799,-122.39805,2,1.0,1.0,350.0,30,180,30,60,90,180,19,3,0,4.95,5.0,5.0,4.88,4.88,4.88,4.63,2,2,0,0,0.27,1,pink
1864390,100,100,1,37.7757,-122.42966,4,2.0,2.0,120.0,30,365,7,8,8,139,152,5,0,4.8,4.78,4.62,4.94,4.9,4.73,4.67,1,1,0,0,1.38,1,pink
1865406,100,72,22,37.7769,-122.43495,2,1.55,1.0,97.0,45,1125,0,0,14,289,34,0,0,4.23,4.55,4.42,4.7,4.68,4.71,4.26,22,22,0,0,0.31,1,pink
1887206,88,88,1,37.71926,-122.39355,6,2.0,2.0,165.0,30,365,24,54,81,81,16,0,0,4.75,4.94,4.69,4.94,4.88,3.88,4.44,1,1,0,0,0.16,1,pink
1892360,90,67,3,37.80126,-122.40576,6,2.0,3.0,200.0,30,1125,2,32,62,337,9,1,0,4.67,5.0,4.4,5.0,5.0,5.0,4.8,2,2,0,0,0.08,1,pink
1892956,100,67,1,37.7539,-122.42339,2,1.0,1.0,93.0,2,21,15,38,68,343,90,0,0,4.76,4.91,4.91,4.96,4.85,4.89,4.87,1,0,1,0,0.84,1,pink
1898486,100,71,1,37.74231,-122.42687,4,2.0,3.0,240.0,30,1125,19,49,79,169,112,5,0,4.96,4.98,4.89,4.98,4.98,4.88,4.89,1,1,0,0,1.02,1,pink
1907229,100,100,1,37.78645,-122.43827,6,3.0,3.0,400.0,1,30,1,23,53,139,212,19,0,4.8,4.81,4.82,4.91,4.91,4.84,4.52,1,1,0,0,1.93,1,pink
1914841,100,91,2,37.77914,-122.43591,2,1.55,1.0,85.0,30,90,1,31,61,151,123,3,0,4.7,4.7,4.71,4.86,4.83,4.66,4.5,2,2,0,0,1.14,1,pink
1925206,100,100,1,37.72253,-122.40874,3,1.0,3.0,114.0,1,28,28,56,86,357,216,44,1,4.84,4.91,4.71,4.97,4.94,4.75,4.75,1,0,1,0,2.88,1,pink
1931763,100,98,2,37.76081,-122.41894,4,1.0,2.0,99.0,1,28,16,35,65,65,217,17,2,4.66,4.71,4.81,4.93,4.84,4.77,4.57,2,1,1,0,2.04,1,pink
1932019,100,61,1,37.75515,-122.46962,1,1.0,1.0,96.0,2,14,13,31,53,53,184,20,1,4.96,4.97,4.97,4.97,4.98,4.88,4.93,1,1,0,0,1.7,1,pink
1944564,100,98,1,37.76223,-122.41143,2,1.0,1.0,128.0,1,30,3,12,30,216,407,99,13,4.98,4.98,4.98,4.95,4.98,4.86,4.88,1,1,0,0,3.75,1,pink
1970257,100,100,5,37.75081,-122.40897,5,3.0,3.0,350.0,3,30,7,7,7,7,93,19,3,4.96,4.93,4.93,4.98,5.0,4.82,4.8,1,1,0,0,1.03,1,pink
1970756,100,97,6,37.74035,-122.42012,2,1.0,1.0,125.0,30,1125,0,2,32,307,32,2,0,4.41,4.63,4.53,4.78,4.72,4.41,4.28,5,5,0,0,0.3,1,pink
1979461,100,100,1,37.78627,-122.39069,2,1.55,1.0,144.0,30,1125,0,2,2,93,22,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.93,1,1,0,0,0.25,1,pink
1985338,100,100,1,37.73963,-122.41492,2,1.0,1.0,120.0,3,30,13,43,73,73,225,23,1,4.83,4.9,4.81,4.92,4.93,4.87,4.78,1,0,1,0,2.06,1,pink
1998111,88,88,4,37.72584,-122.4367,2,1.0,1.0,82.0,2,28,30,60,90,365,390,0,0,4.76,4.89,4.82,4.93,4.91,4.31,4.7,4,0,4,0,3.59,1,pink
2042095,100,100,1,37.73234,-122.44256,2,1.0,1.0,102.0,2,25,26,55,55,272,359,44,2,4.89,4.94,4.76,4.97,4.96,4.8,4.8,1,0,1,0,3.35,1,pink
2046634,88,88,4,37.72642,-122.4362,2,1.0,1.0,92.0,2,28,30,60,90,365,390,0,0,4.78,4.85,4.85,4.93,4.92,4.34,4.73,4,0,4,0,3.57,1,pink
2047469,88,88,4,37.72645,-122.43533,2,1.0,1.0,82.0,2,28,30,60,90,365,398,0,0,4.73,4.85,4.81,4.9,4.91,4.2,4.66,4,0,4,0,3.66,1,pink
2049955,100,98,2,37.78006,-122.46116,5,1.0,4.0,201.0,3,30,12,17,17,17,224,27,1,4.89,4.9,4.84,4.95,4.98,4.84,4.75,2,2,0,0,2.06,1,pink
2058119,88,0,1,37.76155,-122.42443,2,1.0,1.0,100.0,30,1125,30,60,90,365,82,0,0,4.8,4.9,4.79,4.91,4.83,4.82,4.77,1,0,1,0,0.75,1,pink
2062696,100,98,2,37.74948,-122.42253,1,1.0,1.0,95.0,5,29,25,55,85,85,148,3,0,4.91,4.94,4.76,4.94,4.97,4.88,4.82,2,0,2,0,1.37,1,pink
2072098,88,88,1,37.76345,-122.39492,3,1.0,1.0,160.0,30,1125,0,0,0,0,27,0,0,4.78,4.85,4.48,4.96,4.96,4.88,4.81,1,1,0,0,0.25,1,pink
2077982,100,87,7,37.77996,-122.43837,2,2.0,2.0,130.0,30,120,29,32,32,263,120,2,0,4.48,4.64,4.5,4.78,4.71,4.75,4.62,7,4,3,0,1.1,1,pink
2088622,88,88,4,37.72671,-122.43514,2,1.0,1.0,92.0,2,30,30,60,90,365,377,0,0,4.77,4.85,4.86,4.95,4.94,4.34,4.7,4,0,4,0,3.47,1,pink
2093695,100,82,2,37.72437,-122.47036,2,1.0,1.0,75.0,30,1125,0,0,0,0,53,2,0,4.62,4.83,4.75,4.79,4.73,4.54,4.58,2,0,2,0,0.49,1,pink
2111361,100,100,4,37.78133,-122.42135,3,1.55,1.0,125.0,30,1125,1,31,61,336,100,2,0,4.89,4.92,4.93,4.93,4.93,4.47,4.65,4,4,0,0,0.92,1,pink
2115503,100,97,1,37.77428,-122.50759,2,1.0,1.0,170.0,2,31,6,21,50,51,378,51,3,4.84,4.97,4.91,4.94,4.89,4.89,4.78,1,1,0,0,4.22,1,pink
2123469,100,97,6,37.77291,-122.46279,2,1.0,1.0,155.0,2,1125,9,14,44,319,236,22,0,4.82,4.91,4.76,4.93,4.9,4.85,4.7,5,1,4,0,2.23,1,pink
2124182,100,100,2,37.75888,-122.39843,2,1.0,1.0,125.0,30,150,15,18,18,256,119,4,0,4.87,4.91,4.9,4.91,4.9,4.89,4.77,2,2,0,0,1.12,1,pink
2130640,88,69,1,37.7707,-122.43017,6,3.0,4.0,250.0,2,120,0,14,14,14,32,8,0,4.91,4.94,4.88,4.97,4.91,4.94,4.78,1,1,0,0,0.3,1,pink
2134475,100,100,2,37.801,-122.44779,2,1.0,1.0,150.0,2,1125,19,31,61,331,464,46,3,4.9,4.89,4.91,4.97,4.97,4.91,4.82,1,0,1,0,4.31,1,pink
2135298,100,50,2,37.75569,-122.4351,1,1.0,1.0,55.0,30,31,8,38,68,68,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.01,1,pink
2135871,100,91,5,37.73123,-122.42182,1,1.0,1.0,41.0,30,90,18,43,73,348,20,4,0,4.85,4.9,4.5,4.9,4.95,4.85,4.9,5,0,5,0,0.2,1,pink
2139562,100,93,1,37.72816,-122.45817,4,2.0,2.0,129.0,4,30,4,20,50,309,155,10,1,4.62,4.78,4.46,4.95,4.9,4.76,4.58,1,0,1,0,1.52,1,pink
2145207,100,83,2,37.78206,-122.41657,3,2.0,2.0,75.0,45,200,29,59,76,76,11,0,0,4.73,4.82,4.64,4.91,5.0,4.18,4.36,2,2,0,0,0.1,1,pink
2154122,75,86,1,37.73623,-122.45516,6,3.0,3.0,483.0,3,1125,20,46,76,351,26,3,0,4.96,4.8,4.96,5.0,4.92,4.88,4.76,1,1,0,0,0.24,1,pink
2166428,100,100,1,37.76726,-122.4453,3,1.0,2.0,110.0,30,90,1,14,44,134,151,4,0,4.76,4.83,4.73,4.87,4.85,4.81,4.7,1,1,0,0,1.4,1,pink
2172308,100,100,2,37.79025,-122.43632,5,3.0,3.0,529.0,2,365,14,29,48,308,196,47,4,4.85,4.81,4.77,4.95,4.98,4.98,4.68,1,1,0,0,1.85,1,pink
2175930,90,87,2,37.74707,-122.40607,3,1.0,1.0,150.0,1,1125,18,46,76,349,208,42,2,4.9,4.93,4.91,4.94,4.8,4.79,4.79,1,1,0,0,2.11,1,pink
2178509,100,100,1,37.74038314819336,-122.42191314697266,4,1.0,2.0,149.0,2,21,15,43,69,337,498,35,2,4.92,4.96,4.96,4.96,4.95,4.84,4.87,1,0,1,0,4.64,1,pink
2182851,100,99,4,37.76605,-122.41669,2,1.0,1.0,95.0,1,60,25,55,85,85,300,9,3,4.73,4.83,4.83,4.86,4.92,4.26,4.59,4,0,4,0,2.78,1,pink
2188919,100,99,4,37.7675,-122.41514,2,1.0,1.0,89.0,1,60,28,58,88,88,236,6,4,4.73,4.85,4.81,4.93,4.96,4.45,4.68,4,0,4,0,2.19,1,pink
2188976,100,99,4,37.76458,-122.41571,2,1.0,1.0,104.0,1,60,14,43,73,73,266,7,2,4.7,4.85,4.83,4.9,4.9,4.34,4.57,4,0,4,0,2.47,1,pink
2198399,100,99,4,37.76538,-122.41461,2,1.0,1.0,99.0,1,60,29,59,89,89,291,13,6,4.72,4.83,4.83,4.89,4.92,4.39,4.61,4,0,4,0,2.71,1,pink
2203283,100,99,1,37.77842,-122.46802,2,1.0,2.0,69.0,1,1125,21,51,81,356,443,59,5,4.83,4.9,4.81,4.93,4.92,4.83,4.79,1,0,1,0,4.11,1,pink
2209751,100,100,3,37.77432,-122.43644,2,1.0,1.0,111.0,2,29,7,24,43,177,343,85,4,4.95,4.97,4.97,4.98,5.0,4.97,4.9,3,0,3,0,4.13,1,pink
2221057,100,93,1,37.7472,-122.50567,4,2.0,3.0,200.0,4,31,14,30,60,112,139,19,0,4.91,4.94,4.95,4.98,4.97,4.89,4.8,1,1,0,0,1.63,1,pink
2234256,0,0,1,37.71093,-122.38713,3,1.0,1.0,130.0,90,180,30,60,90,365,13,0,0,4.38,5.0,4.69,4.0,4.5,4.75,4.75,1,1,0,0,0.12,1,pink
2236226,100,38,3,37.80008,-122.4056,6,1.0,2.0,130.0,30,365,0,24,54,144,103,2,0,4.73,4.63,4.74,4.77,4.8,4.92,4.59,3,3,0,0,0.95,1,pink
2244652,100,38,3,37.80008,-122.4056,2,1.0,1.0,105.0,30,200,10,40,70,345,109,4,0,4.49,4.49,4.77,4.83,4.69,4.88,4.28,3,3,0,0,1.01,1,pink
2254431,100,99,2,37.77641,-122.50991,8,4.0,4.0,535.0,1,14,0,0,0,127,50,5,0,4.9,4.9,4.66,4.86,4.78,4.8,4.66,2,1,1,0,0.48,1,pink
2279254,100,100,9,37.78747,-122.41127,2,1.0,1.0,219.0,1,7,0,0,0,0,17,3,0,5.0,4.88,5.0,4.88,5.0,5.0,4.94,5,0,5,0,0.16,1,pink
2290365,100,29,2,37.77029,-122.42304,4,3.0,3.0,197.0,30,120,0,1,31,121,20,0,0,4.95,4.95,4.8,5.0,5.0,4.95,4.95,2,2,0,0,0.34,1,pink
2298930,100,62,2,37.79793,-122.4418,2,1.0,1.0,207.0,1,31,12,37,67,67,56,2,1,4.96,4.98,4.98,5.0,5.0,4.95,4.85,2,1,1,0,0.57,1,pink
2299196,100,83,7,37.77743,-122.42502,2,1.55,1.0,95.0,30,1125,0,27,57,332,39,6,0,4.72,4.9,4.59,4.9,5.0,4.95,4.62,6,6,0,0,0.37,1,pink
2310765,88,100,1,37.78186,-122.39878,2,1.55,1.0,149.0,30,365,30,60,90,365,24,2,0,4.96,4.96,4.58,4.96,4.96,5.0,4.7,1,1,0,0,0.22,1,pink
2311428,88,33,1,37.74567,-122.41328,2,1.0,1.0,250.0,2,29,0,0,0,0,19,3,0,5.0,4.95,4.84,5.0,5.0,5.0,4.84,1,1,0,0,0.36,1,pink
2314849,100,99,10,37.79802,-122.44742,2,1.55,1.0,135.0,30,180,3,8,8,283,15,3,0,4.8,4.73,4.67,4.67,4.93,4.93,4.53,6,6,0,0,0.14,1,pink
2315086,100,100,1,37.78639,-122.44565,3,2.0,1.0,145.0,3,28,17,37,59,309,404,43,3,4.92,4.92,4.82,4.98,4.98,4.94,4.85,1,0,1,0,3.79,1,pink
2333128,100,91,2,37.77882,-122.43754,4,2.0,2.0,175.0,60,120,26,55,75,75,20,16,1,4.9,4.9,4.65,5.0,5.0,4.9,4.7,2,2,0,0,1.23,1,pink
2340335,88,88,1,37.78804,-122.40817,1,1.0,1.0,120.0,30,120,0,0,0,0,12,0,0,4.75,4.73,4.91,4.91,4.91,4.64,4.73,1,0,1,0,0.11,1,pink
2342200,100,67,2,37.73986,-122.42011,2,2.0,2.0,109.0,30,1125,14,44,74,164,7,1,0,4.57,5.0,4.71,5.0,5.0,4.71,4.43,2,2,0,0,0.07,1,pink
2371394,88,100,1,37.77112,-122.43306,2,1.0,1.0,204.0,5,1125,25,25,25,25,53,11,2,4.96,4.94,4.96,4.94,4.98,5.0,4.87,1,1,0,0,0.53,1,pink
2387068,88,0,1,37.72563,-122.46025,2,1.0,1.0,86.0,3,90,1,26,56,331,82,0,0,4.85,4.91,4.91,4.85,4.93,4.82,4.74,1,0,1,0,0.78,1,pink
2404647,88,88,1,37.74682,-122.43537,1,1.0,1.0,65.0,30,60,30,60,90,90,12,0,0,4.5,4.44,3.89,4.67,4.56,4.67,4.22,1,0,1,0,0.11,1,pink
2412158,88,80,1,37.74941,-122.43231,2,1.0,2.0,170.0,30,30,0,0,0,0,45,3,0,4.67,4.8,4.69,4.86,4.89,5.0,4.68,1,1,0,0,0.58,1,pink
2432104,100,82,2,37.72813,-122.46919,2,1.0,1.0,65.0,30,1125,30,30,30,218,58,2,0,4.72,4.79,4.82,4.95,4.91,4.55,4.67,2,0,2,0,0.55,1,pink
2455313,100,96,6,37.74186,-122.41833,8,3.0,5.0,336.0,30,120,0,0,0,0,75,1,0,4.81,4.8,4.92,4.92,4.95,4.77,4.61,2,2,0,0,0.71,1,pink
2455325,100,70,2,37.78525,-122.46641,4,2.0,2.0,175.0,30,1125,30,60,90,365,192,0,0,4.82,4.9,4.82,4.93,4.93,4.76,4.66,2,2,0,0,1.8,1,pink
2460904,100,100,1,37.78444,-122.3938,2,1.0,1.0,105.0,30,365,30,60,90,302,50,3,0,4.67,4.86,4.49,4.92,4.94,4.69,4.73,1,1,0,0,0.48,1,pink
2468125,100,100,9,37.78929,-122.40931,2,1.0,1.0,219.0,1,1125,0,0,0,0,14,0,0,4.93,4.86,4.93,5.0,4.86,4.79,4.79,5,0,5,0,0.14,1,pink
2469485,100,100,1,37.77396,-122.4321,4,1.0,2.0,164.0,30,1125,0,2,32,122,8,2,0,4.88,4.75,4.75,5.0,5.0,4.88,4.5,1,1,0,0,0.08,1,pink
2478558,100,100,9,37.78711,-122.41076,2,1.0,2.0,219.0,1,1125,0,0,0,0,9,2,0,4.89,5.0,5.0,5.0,5.0,4.89,4.89,5,0,5,0,0.09,1,pink
