id,host_id,host_since,host_response_time,host_resp_rate_pct,host_accept_rate_pct,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price_usd,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_category
17501002,69222920,2016-04-27,within a day,100,100,f,1,t,t,Excelsior,37.72429,-122.41684,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,124.0,5,1125,t,17,17,17,17,129,7,0,2017-04-30,2022-07-30,4.83,4.9,4.91,4.91,4.91,4.66,4.78,f,1,1,0,0,1.89,excellent
17514911,4346095,2012-12-07,within an hour,100,99,t,2,t,t,Outer Mission,37.73209,-122.4398,Entire home,Entire home/apt,4,2 baths,2.0,2.0,172.0,1,1125,t,14,35,65,335,234,68,3,2017-03-24,2022-11-27,4.69,4.83,4.86,4.9,4.89,4.8,4.66,f,2,2,0,0,3.37,excellent
17516202,50160697,2015-11-29,within an hour,100,100,f,7,t,t,Downtown/Civic Center,37.78543,-122.41439,Private room in rental unit,Private room,1,0 baths,1.0,1.0,89.0,1,365,t,23,37,65,262,149,28,0,2017-03-04,2022-10-12,4.54,4.74,4.49,4.92,4.9,4.6,4.62,t,7,0,7,0,2.13,excellent
17518933,50160697,2015-11-29,within an hour,100,100,f,7,t,t,Downtown/Civic Center,37.78709,-122.41434,Private room in rental unit,Private room,1,Shared half-bath,1.0,1.8,75.0,2,1125,t,1,19,40,278,62,2,0,2017-05-24,2022-09-24,4.51,4.63,4.38,4.88,4.8,4.67,4.47,t,7,0,7,0,0.92,excellent
17570252,1483268,2011-12-07,within an hour,100,100,f,1,t,t,Castro/Upper Market,37.7575,-122.43347,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,125.0,30,90,t,15,15,26,26,5,0,0,2017-03-24,2017-08-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.07,excellent
17585947,836116,2011-07-18,within an hour,100,93,t,2,t,t,Outer Richmond,37.77726,-122.499298,Entire guest suite,Entire home/apt,4,1 bath,2.0,2.0,238.0,3,31,t,26,55,55,55,196,32,1,2017-04-04,2022-11-13,4.95,4.93,4.98,4.96,4.97,4.93,4.9,f,2,2,0,0,2.84,excellent
17587530,119481494,2017-03-06,within a few hours,100,78,t,2,t,t,Marina,37.79925,-122.43714,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,186.0,30,1125,t,30,60,90,365,33,5,1,2017-04-09,2022-11-11,4.94,5.0,4.84,4.97,4.97,5.0,4.81,f,1,1,0,0,0.48,excellent
17606766,119492097,2017-03-06,within a few hours,100,95,f,1,t,t,Outer Sunset,37.75188,-122.50371,Entire home,Entire home/apt,8,1 bath,2.0,4.0,172.0,2,1125,t,28,58,88,88,170,18,3,2017-04-22,2022-11-27,4.22,4.45,3.86,4.77,4.72,4.66,4.36,f,1,1,0,0,2.48,average
17624771,119843344,2017-03-08,within an hour,100,100,t,1,t,t,Noe Valley,37.7447,-122.43911,Entire home,Entire home/apt,6,1 bath,3.0,4.0,170.0,30,180,t,30,60,90,148,92,2,0,2017-04-05,2022-05-31,4.87,4.93,4.9,4.97,4.92,4.89,4.85,f,1,1,0,0,1.33,excellent
17626598,1782540,2012-02-20,Unknown,88,88,f,1,t,t,Mission,37.75889,-122.41027,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,400.0,3,1094,t,0,0,0,0,15,0,0,2017-07-09,2019-09-02,4.93,5.0,4.86,4.93,4.93,4.86,4.71,f,1,1,0,0,0.23,excellent
17626794,23719876,2014-11-13,within an hour,100,100,f,31,t,t,Nob Hill,37.79092,-122.42124,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,76.0,30,1125,t,16,46,76,351,10,3,0,2018-02-18,2022-05-12,4.29,4.43,4.14,4.86,4.43,5.0,4.29,t,23,1,22,0,0.17,average
17626927,23719876,2014-11-13,within an hour,100,100,f,31,t,t,Nob Hill,37.79181,-122.41943,Private room in rental unit,Private room,2,1 bath,1.0,1.0,90.0,30,1125,t,30,60,90,365,1,0,0,2017-12-10,2017-12-10,5.0,5.0,5.0,5.0,5.0,4.0,4.0,t,23,1,22,0,0.02,excellent
17642091,6641931,2015-09-14,within an hour,100,100,t,1,t,t,Bernal Heights,37.74503,-122.41992,Entire guest suite,Entire home/apt,3,1 bath,1.55,1.0,96.0,2,1125,t,2,21,40,57,206,38,2,2017-06-25,2022-12-01,4.92,4.96,4.94,4.97,4.97,4.82,4.86,f,1,1,0,0,3.11,excellent
17642620,23719876,2014-11-13,within an hour,100,100,f,31,t,t,Nob Hill,37.79193,-122.42138,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,76.0,30,1125,t,0,25,55,330,2,2,0,2021-12-23,2022-08-02,5.0,5.0,5.0,4.5,5.0,5.0,4.5,t,23,1,22,0,0.17,excellent
17651619,19584367,2014-08-06,within an hour,100,99,t,7,t,t,North Beach,37.80512,-122.41524,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,50.0,30,1125,t,0,0,0,132,38,2,0,2017-03-18,2022-06-13,4.87,4.97,4.74,4.97,4.97,4.94,4.83,f,4,0,4,0,0.55,excellent
17654515,4856574,2013-01-26,within a few hours,100,67,t,4,t,t,Mission,37.75857,-122.41302,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,50.0,30,1125,t,17,46,73,161,8,1,0,2017-03-26,2022-09-30,4.75,4.88,4.88,4.88,4.88,4.75,4.75,f,4,2,2,0,0.12,excellent
17695233,1291823,2011-10-14,within a few hours,100,99,t,2,t,t,Mission,37.76125,-122.42104,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,335.0,1,35,t,0,0,0,0,5,0,0,2017-06-11,2018-11-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,1,1,0,0.07,excellent
17696905,117141107,2017-02-19,Unknown,88,88,f,43,t,t,Haight Ashbury,37.76944,-122.44992,Private room in hostel,Private room,2,1 shared bath,1.0,1.0,226.0,1,25,t,0,0,0,0,163,0,0,2017-04-08,2020-03-05,4.77,4.74,4.53,4.91,4.83,4.93,4.66,t,43,0,16,26,2.37,excellent
17697262,4856574,2013-01-26,within a few hours,100,67,t,4,t,t,Mission,37.75879,-122.41439,Private room in rental unit,Private room,1,1 bath,1.0,1.0,50.0,30,1125,t,28,28,28,28,11,0,0,2017-03-17,2017-09-11,4.64,4.91,4.91,5.0,5.0,4.91,4.73,f,4,2,2,0,0.16,excellent
17717979,50160697,2015-11-29,within an hour,100,100,f,7,t,t,Downtown/Civic Center,37.78533,-122.41411,Private room in rental unit,Private room,2,0 shared baths,1.0,1.0,105.0,1,365,t,20,48,75,257,73,7,0,2017-06-11,2022-10-31,4.52,4.78,4.38,4.93,4.88,4.6,4.64,t,7,0,7,0,1.09,excellent
17722015,2209375,2012-04-24,Unknown,88,88,f,1,t,t,Western Addition,37.78331,-122.44224,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,99.0,30,90,f,0,0,0,0,14,0,0,2017-03-18,2017-11-01,4.85,5.0,4.85,5.0,5.0,5.0,5.0,f,1,0,1,0,0.2,excellent
17723975,1934331,2012-03-16,within a few hours,100,50,f,1,t,t,West of Twin Peaks,37.73643,-122.45206,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,69.0,7,30,t,11,41,71,251,24,1,0,2017-03-25,2022-07-24,5.0,5.0,4.96,5.0,5.0,4.75,5.0,f,1,0,1,0,0.35,excellent
17731097,117141107,2017-02-19,Unknown,88,88,f,43,t,t,Haight Ashbury,37.76944,-122.44992,Shared room in hostel,Shared room,1,5 shared baths,1.0,1.0,100.0,1,25,t,0,0,0,0,81,0,0,2017-03-18,2020-02-29,4.79,4.78,4.52,4.83,4.73,4.89,4.78,f,43,0,16,26,1.16,excellent
17731924,48005494,2015-11-02,within an hour,100,97,f,1519,t,t,South of Market,37.78209,-122.39066,Entire serviced apartment,Entire home/apt,2,1.5 baths,1.0,1.0,194.0,30,731,t,0,27,57,332,6,2,1,2017-07-10,2022-11-07,4.83,4.67,5.0,5.0,4.83,5.0,4.67,f,31,31,0,0,0.09,excellent
17753503,71333862,2016-05-10,within an hour,100,99,t,1,t,t,Bernal Heights,37.73553,-122.41278,Private room in home,Private room,2,1 private bath,1.0,1.0,60.0,1,7,t,11,37,67,67,665,96,8,2017-04-03,2022-12-02,4.96,4.98,4.98,4.97,4.97,4.85,4.92,f,1,0,1,0,9.63,excellent
17767353,117141107,2017-02-19,Unknown,88,88,f,43,t,t,Haight Ashbury,37.76944,-122.44992,Private room in hostel,Private room,2,5 shared baths,1.0,1.0,188.0,1,25,t,0,0,0,0,115,0,0,2017-04-09,2020-03-13,4.7,4.85,4.41,4.86,4.91,4.91,4.6,t,43,0,16,26,1.67,excellent
17767863,117141107,2017-02-19,Unknown,88,88,f,43,t,t,Haight Ashbury,37.76944,-122.44992,Private room in hostel,Private room,2,1 private bath,1.0,1.0,240.0,1,25,t,0,0,0,0,134,0,0,2017-03-25,2020-03-06,4.59,4.66,4.49,4.84,4.75,4.86,4.45,t,43,0,16,26,1.93,excellent
17794830,100390518,2016-10-19,within an hour,90,91,f,19,t,f,Downtown/Civic Center,37.78678,-122.40925,Private room in rental unit,Private room,2,0 baths,1.0,1.0,109.0,1,21,t,30,48,48,48,27,0,0,2017-04-04,2019-11-24,4.27,4.24,4.31,4.88,4.4,4.96,4.42,t,19,0,19,0,0.39,average
17794868,100390518,2016-10-19,within an hour,90,91,f,19,t,f,Downtown/Civic Center,37.78661,-122.40911,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,109.0,1,21,t,30,48,48,48,36,7,0,2017-04-02,2022-10-07,4.42,4.72,4.64,4.81,4.56,4.94,4.58,t,19,0,19,0,0.52,excellent
17809833,3076837,2012-07-27,Unknown,88,88,f,1,t,t,Bernal Heights,37.73676,-122.42317,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,110.0,3,29,t,0,0,0,0,79,0,0,2017-04-10,2019-09-23,4.95,4.97,4.92,5.0,5.0,4.77,4.82,f,1,0,1,0,1.15,excellent
17811571,15029266,2014-05-02,within a day,100,100,f,1,t,f,Bernal Heights,37.73753,-122.41729,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,99.0,30,90,t,3,33,63,91,229,5,1,2017-06-17,2022-11-10,4.81,4.9,4.9,4.97,4.99,4.78,4.71,f,1,1,0,0,3.44,excellent
17826075,17042045,2014-06-20,within an hour,92,98,f,48,f,f,Downtown/Civic Center,37.78564,-122.40974,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,109.0,1,21,t,30,46,46,46,75,6,1,2017-04-07,2022-11-15,4.54,4.7,4.7,4.89,4.55,4.9,4.63,t,48,0,48,0,1.09,excellent
17826181,17042045,2014-06-20,within an hour,92,98,f,48,f,f,Downtown/Civic Center,37.78579,-122.40782,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,109.0,1,21,t,30,43,43,43,95,12,1,2017-04-02,2022-11-14,4.41,4.67,4.56,4.63,4.47,4.7,4.48,t,48,0,48,0,1.37,excellent
17826404,5053610,2013-02-11,within an hour,100,100,t,2,t,t,Western Addition,37.77684,-122.43875,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,82.0,30,1125,t,9,11,11,190,26,5,0,2017-08-06,2022-10-11,4.88,4.85,4.81,5.0,5.0,5.0,4.65,t,2,2,0,0,0.4,excellent
17833058,119674934,2017-03-07,within an hour,100,100,f,2,t,f,North Beach,37.80251,-122.40691,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,120.0,30,60,t,0,30,60,150,74,6,0,2017-04-28,2022-10-21,4.72,4.81,4.78,4.9,4.96,4.91,4.66,t,2,2,0,0,1.08,excellent
17925808,122392376,2017-03-24,within an hour,100,99,t,1,t,t,Marina,37.79977,-122.42607,Private room in home,Private room,2,1 shared bath,1.0,1.0,83.0,2,30,t,4,20,50,280,220,57,4,2017-04-03,2022-11-29,4.93,4.91,4.78,4.92,4.95,4.95,4.83,t,1,0,1,0,3.19,excellent
17944621,117141107,2017-02-19,Unknown,88,88,f,43,t,t,Haight Ashbury,37.76944,-122.44992,Private room in hostel,Private room,2,5 shared baths,1.0,1.0,196.0,1,25,t,0,0,0,0,58,0,0,2017-04-16,2020-03-08,4.57,4.69,4.21,4.84,4.72,4.81,4.41,t,43,0,16,26,0.85,excellent
17965243,96309245,2016-09-22,within an hour,100,96,t,1,t,t,Outer Sunset,37.75175,-122.50419,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,251.0,2,31,t,9,27,54,54,288,37,4,2017-04-16,2022-11-17,4.95,4.97,4.85,4.99,4.97,4.8,4.79,t,1,1,0,0,4.2,excellent
17979286,7198062,2013-06-30,within an hour,100,97,t,1,t,t,West of Twin Peaks,37.73333,-122.45911,Entire guest suite,Entire home/apt,3,1 bath,1.0,2.0,150.0,2,60,t,19,43,73,348,223,44,2,2017-04-09,2022-11-08,4.94,4.95,4.92,4.99,4.97,4.87,4.82,f,1,1,0,0,3.24,excellent
17982304,10263963,2013-11-25,within an hour,100,100,t,1,t,t,Castro/Upper Market,37.75893,-122.43801,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,260.0,2,28,t,12,42,72,162,497,71,3,2017-04-16,2022-11-22,4.94,4.96,4.97,4.99,4.98,4.97,4.81,f,1,1,0,0,7.24,excellent
17991554,9671092,2013-10-27,within an hour,100,100,t,6,t,f,Outer Sunset,37.76507,-122.48066,Private room in home,Private room,1,1 private bath,1.0,1.0,80.0,1,29,t,23,38,65,65,208,53,2,2017-04-16,2022-11-17,4.87,4.93,4.92,4.97,4.92,4.82,4.73,f,2,0,2,0,3.03,excellent
18021096,123920280,2017-04-02,a few days or more,0,0,f,1,t,t,Outer Richmond,37.7734,-122.50951,Private room in condo,Private room,1,1 private bath,1.0,1.0,85.0,30,360,t,28,58,88,268,2,0,0,2017-06-07,2017-08-13,4.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,0,1,0,0.03,average
18026337,8572404,2013-09-01,within an hour,100,98,f,1,t,t,Ocean View,37.71455,-122.46908,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,82.0,1,25,t,7,37,64,64,26,21,8,2017-04-07,2022-11-30,4.96,4.88,4.96,5.0,4.96,4.76,4.84,f,1,1,0,0,0.38,excellent
18059324,23719876,2014-11-13,within an hour,100,100,f,31,t,t,Nob Hill,37.79172,-122.41912,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,60.0,30,1125,t,19,49,79,214,9,5,1,2018-12-15,2022-11-15,4.56,5.0,4.78,5.0,5.0,4.89,4.33,t,23,1,22,0,0.19,excellent
18061892,19241440,2014-07-31,Unknown,88,88,f,2,t,t,Bayview,37.72705,-122.3718,Private room in townhouse,Private room,1,1.5 shared baths,1.0,1.0,95.0,30,360,t,2,32,62,62,10,0,0,2017-06-04,2019-10-04,4.89,4.89,5.0,4.89,4.78,4.11,4.89,f,2,0,2,0,0.15,excellent
18063783,124051180,2017-04-03,within a few hours,100,100,f,2,t,t,Haight Ashbury,37.77003,-122.44286,Entire rental unit,Entire home/apt,9,1.5 baths,4.0,5.0,299.0,3,1124,t,30,60,90,365,43,2,0,2017-04-13,2022-09-05,4.47,4.42,4.44,4.7,4.6,4.81,4.17,f,1,1,0,0,0.63,excellent
18069283,27357569,2015-02-07,Unknown,88,88,f,1,t,t,Bayview,37.70987,-122.38867,Private room in condo,Private room,1,1 shared bath,1.0,1.0,131.0,60,1125,f,0,0,0,0,4,0,0,2018-01-23,2019-08-05,5.0,5.0,4.5,5.0,5.0,4.5,5.0,f,1,0,1,0,0.07,excellent
18111498,124779213,2017-04-07,within an hour,100,97,t,1,t,t,Bayview,37.73791,-122.39041,Entire guest suite,Entire home/apt,3,1 bath,1.0,2.0,100.0,2,1125,t,25,55,85,175,78,35,3,2019-11-11,2022-11-20,4.71,4.73,4.94,4.94,4.91,4.17,4.63,f,1,1,0,0,2.09,excellent
18140914,125069867,2017-04-09,within an hour,100,100,t,3,t,t,Noe Valley,37.75295,-122.43666,Entire guest suite,Entire home/apt,3,1 bath,1.55,2.0,175.0,2,29,t,6,29,29,29,150,30,3,2017-08-09,2022-11-15,4.85,4.93,4.9,5.0,5.0,4.9,4.73,f,1,1,0,0,2.31,excellent
18156135,4997141,2013-02-07,within a few hours,100,100,t,1,t,t,Outer Sunset,37.76103,-122.50152,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,189.0,2,14,t,17,40,62,145,55,12,0,2017-07-14,2022-10-20,4.96,4.98,4.96,5.0,4.98,4.89,4.93,f,1,1,0,0,0.84,excellent
18184143,13103932,2014-03-13,Unknown,88,88,f,1,t,t,Castro/Upper Market,37.76248,-122.43216,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,139.0,30,92,t,0,0,0,0,49,0,0,2017-05-15,2020-08-24,4.92,4.96,4.94,5.0,5.0,5.0,4.82,f,1,1,0,0,0.72,excellent
18199221,304688,2010-11-30,within a day,100,82,t,1,t,t,Outer Richmond,37.77608,-122.47894,Entire condo,Entire home/apt,5,1.5 baths,3.0,4.0,545.0,3,1125,t,15,45,50,227,33,16,0,2018-04-08,2022-10-27,4.94,4.88,4.97,4.94,5.0,4.88,4.7,f,1,1,0,0,0.58,excellent
18207663,863303,2011-07-25,within a day,100,25,f,1,t,t,Noe Valley,37.75587,-122.43411,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,60.0,30,1125,t,17,20,20,182,3,2,0,2021-08-14,2022-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.19,excellent
18209966,3273603,2012-08-15,within an hour,100,99,t,3,t,t,Western Addition,37.77378,-122.4245,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,336.0,1,20,t,0,0,0,183,176,46,4,2017-05-29,2022-11-21,4.88,4.91,4.93,4.9,4.96,4.92,4.8,f,2,2,0,0,2.62,excellent
18212346,125735523,2017-04-13,Unknown,88,88,f,1,t,t,Inner Richmond,37.78201,-122.47841,Entire home,Entire home/apt,6,2 baths,3.0,4.0,425.0,3,28,t,0,0,0,0,3,0,0,2017-06-26,2017-07-14,4.67,5.0,5.0,4.67,5.0,5.0,5.0,f,1,1,0,0,0.05,excellent
18221524,5529529,2013-03-19,Unknown,88,88,f,1,t,t,Nob Hill,37.79017,-122.41397,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,85.0,30,40,t,0,0,0,0,9,0,0,2017-04-23,2018-01-10,4.89,5.0,4.89,4.89,5.0,4.89,4.89,f,1,1,0,0,0.13,excellent
18231981,125934684,2017-04-15,within an hour,100,100,t,2,t,f,South of Market,37.78766,-122.39052,Entire condo,Entire home/apt,1,1 bath,1.0,2.0,85.0,30,1125,t,30,60,90,363,19,3,0,2017-07-03,2022-10-01,4.89,4.79,4.74,4.95,5.0,4.95,4.68,t,2,1,1,0,0.29,excellent
18238265,93042993,2016-09-01,within a few hours,100,18,f,3,t,t,Mission,37.76333,-122.4134,Entire townhouse,Entire home/apt,6,2 baths,2.0,2.0,125.0,30,1125,t,30,60,90,365,24,0,0,2017-04-17,2020-05-01,4.83,4.83,4.75,4.88,4.88,4.58,4.71,f,2,1,1,0,0.35,excellent
18286171,62034618,2016-03-07,within an hour,100,84,t,21,t,t,Lakeshore,37.7302,-122.49134,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,60.0,1,90,t,30,60,90,180,140,5,0,2017-06-25,2022-10-08,4.73,4.81,4.74,4.92,4.84,4.76,4.63,f,20,6,14,0,2.11,excellent
18291265,5254975,2013-02-27,within an hour,100,98,t,1,t,t,Parkside,37.73823,-122.48479,Private room in home,Private room,2,1 private bath,1.0,1.0,108.0,2,14,t,26,56,86,176,134,31,2,2017-08-26,2022-11-24,4.9,4.95,4.9,4.99,4.99,4.79,4.82,f,1,0,1,0,2.09,excellent
18328333,8145777,2013-08-14,within a few hours,90,49,f,8,t,t,South of Market,37.77737,-122.40398,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,140.0,30,1125,t,29,59,89,364,7,4,0,2021-08-25,2022-10-16,4.29,4.57,4.86,4.86,4.86,4.0,4.14,f,7,7,0,0,0.45,average
18333674,115849,2010-04-30,within a few hours,100,92,t,12,t,t,Downtown/Civic Center,37.7877,-122.41211,Room in aparthotel,Private room,1,1 private bath,1.0,1.0,70.0,32,1125,t,0,30,60,60,10,1,0,2018-02-28,2021-12-16,4.8,4.8,4.7,5.0,5.0,4.8,4.7,f,12,0,12,0,0.17,excellent
18345958,652949,2011-06-01,within a few hours,100,50,f,1,t,t,Bernal Heights,37.74411,-122.41242,Entire home,Entire home/apt,7,3 baths,3.0,3.0,424.0,14,1125,t,0,0,18,46,15,0,0,2017-05-16,2021-09-05,5.0,5.0,4.93,5.0,5.0,4.87,4.73,f,1,1,0,0,0.22,excellent
18348792,53898305,2016-01-09,Unknown,88,43,t,2,t,t,Mission,37.76386,-122.4257,Entire condo,Entire home/apt,2,1 bath,1.0,2.0,175.0,30,180,t,0,1,31,121,1,1,0,2021-12-04,2021-12-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.08,excellent
18349074,117141107,2017-02-19,Unknown,88,88,f,43,t,t,Haight Ashbury,37.76944,-122.44992,Private room in hostel,Private room,4,2 shared baths,1.0,4.0,360.0,1,25,t,0,0,0,0,55,0,0,2017-05-22,2019-10-07,4.56,4.81,4.2,4.7,4.6,4.89,4.51,t,43,0,16,26,0.82,excellent
18359884,9483729,2013-10-17,Unknown,88,50,f,1,t,t,Castro/Upper Market,37.76697,-122.4391,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.8,314.0,30,30,t,27,57,87,87,48,0,0,2017-08-07,2018-05-08,4.98,4.96,4.98,5.0,4.98,4.94,4.85,f,1,1,0,0,0.74,excellent
18450146,4624326,2013-01-08,within an hour,100,100,t,1,t,t,Inner Sunset,37.75701,-122.47221,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,175.0,3,45,t,6,6,6,9,189,29,1,2017-05-03,2022-11-14,4.92,4.96,4.95,4.95,4.99,4.9,4.78,f,1,1,0,0,2.78,excellent
18450289,124237,2010-05-13,within a day,100,88,f,1,t,t,Mission,37.76779,-122.42107,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,234.0,30,270,t,1,1,1,1,5,0,0,2018-11-24,2021-10-02,5.0,5.0,4.4,5.0,5.0,5.0,4.4,f,1,1,0,0,0.1,excellent
18459919,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Chinatown,37.79101,-122.40616,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,391.0,2,1125,t,30,57,87,362,7,1,0,2017-11-10,2022-06-09,5.0,5.0,4.86,5.0,5.0,5.0,4.86,f,15,0,15,0,0.11,excellent
18464444,7012008,2013-06-20,within an hour,100,100,t,1,t,t,Noe Valley,37.74769,-122.43013,Entire guest suite,Entire home/apt,3,1 bath,2.0,2.0,280.0,4,28,t,17,17,17,17,55,11,0,2017-08-04,2022-10-28,5.0,4.96,4.91,5.0,5.0,4.94,4.91,f,1,1,0,0,0.85,excellent
18470412,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Chinatown,37.79147,-122.40629,Room in boutique hotel,Private room,2,1 private bath,1.55,2.0,391.0,2,1125,t,30,57,87,362,3,0,0,2018-09-28,2019-01-11,4.67,5.0,4.67,5.0,5.0,5.0,5.0,f,15,0,15,0,0.06,excellent
18471072,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Chinatown,37.79121,-122.40779,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,391.0,2,1125,t,30,57,87,362,2,1,0,2018-09-13,2022-09-23,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,15,0,15,0,0.04,excellent
18471840,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Chinatown,37.79143,-122.40824,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,391.0,2,1125,t,30,60,90,365,3,1,0,2019-12-11,2022-09-22,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f,15,0,15,0,0.08,excellent
18472576,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Chinatown,37.79167,-122.40655,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,391.0,2,1125,t,30,57,87,362,2,0,0,2017-11-09,2018-10-04,4.0,4.0,4.0,5.0,5.0,4.5,4.0,f,15,0,15,0,0.03,average
18473036,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Financial District,37.78943,-122.40608,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,391.0,2,1125,t,30,57,87,362,6,2,0,2018-09-28,2022-09-23,4.83,5.0,5.0,5.0,5.0,5.0,4.5,f,15,0,15,0,0.12,excellent
18474596,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Chinatown,37.79104,-122.40793,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,391.0,2,1125,t,30,57,87,362,2,1,0,2019-12-11,2022-09-23,5.0,5.0,5.0,5.0,5.0,4.5,4.5,f,15,0,15,0,0.06,excellent
18475014,85132,2010-02-24,within a few hours,98,16,t,115,t,t,Financial District,37.78992,-122.40609,Room in boutique hotel,Private room,2,1 private bath,1.55,1.0,391.0,2,1125,t,30,57,87,362,5,0,0,2017-11-10,2020-02-25,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,15,0,15,0,0.08,excellent
18488036,5532120,2013-03-19,within an hour,100,75,t,1,t,t,Marina,37.80411,-122.44081,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,510.0,2,1125,t,20,47,77,352,60,21,1,2017-05-21,2022-11-04,4.86,4.88,4.9,4.95,4.95,4.98,4.66,f,1,1,0,0,0.89,excellent
18492236,128311917,2017-05-01,within a few hours,100,80,f,4,t,f,Twin Peaks,37.74835,-122.44566,Entire rental unit,Entire home/apt,6,2.5 baths,3.0,4.0,193.0,30,120,t,0,0,4,279,2,0,0,2017-09-09,2019-06-16,4.5,4.5,4.0,5.0,5.0,5.0,5.0,f,4,4,0,0,0.03,excellent
18492603,128311917,2017-05-01,within a few hours,100,80,f,4,t,f,Twin Peaks,37.74731,-122.44519,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,147.0,30,120,t,0,0,4,279,3,0,0,2017-05-19,2018-01-11,4.0,5.0,3.0,4.5,5.0,4.5,5.0,f,4,4,0,0,0.04,average
18492773,128311917,2017-05-01,within a few hours,100,80,f,4,t,f,Twin Peaks,37.74917,-122.44472,Entire rental unit,Entire home/apt,2,1 bath,1.55,1.0,62.0,30,120,t,10,24,24,231,8,2,0,2017-05-26,2022-11-01,3.86,4.71,3.71,4.29,4.71,4.71,4.14,f,4,4,0,0,0.12,average
18507951,61593086,2016-03-04,Unknown,88,100,t,1,t,t,Excelsior,37.71869,-122.42876,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,115.0,4,30,t,0,0,0,1,107,16,0,2017-05-30,2022-10-22,4.97,4.99,4.98,5.0,5.0,4.69,4.93,f,1,1,0,0,1.59,excellent
18527258,73070632,2016-05-20,within a few hours,100,66,f,4,t,t,Crocker Amazon,37.70951,-122.449,Private room in condo,Private room,1,2 shared baths,1.0,1.0,47.0,30,1125,t,0,30,60,335,22,4,0,2017-08-19,2022-09-11,4.55,4.5,4.36,4.23,4.68,4.05,4.5,f,4,0,4,0,0.34,excellent
